STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,indic_il,Income and living conditions indicator,sex,Sex,age,Age class,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,PL,Poland,2023,,13.5,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,PL,Poland,2024,,13.3,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,PT,Portugal,2020,,15.6,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,PT,Portugal,2021,,17.5,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,PT,Portugal,2022,,15.9,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,PT,Portugal,2023,,16.2,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,PT,Portugal,2024,,15.4,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,RO,Romania,2020,,22.1,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,RO,Romania,2021,,21.7,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,RO,Romania,2022,,20.8,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,RO,Romania,2023,,21.3,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,RO,Romania,2024,,18.9,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,RS,Serbia,2020,,22.1,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,RS,Serbia,2021,,20.6,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,RS,Serbia,2022,,19.6,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,RS,Serbia,2023,,19.7,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,SE,Sweden,2020,,15.0,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,SE,Sweden,2021,,15.0,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,SE,Sweden,2022,,15.3,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,SE,Sweden,2023,,15.3,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,SE,Sweden,2024,,15.1,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,SI,Slovenia,2020,,11.6,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,SI,Slovenia,2021,,10.8,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,SI,Slovenia,2022,,11.5,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,SI,Slovenia,2023,,12.1,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,SI,Slovenia,2024,,12.1,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,SK,Slovakia,2020,,11.1,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,SK,Slovakia,2021,,11.7,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,SK,Slovakia,2022,,13.5,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,SK,Slovakia,2023,,14.7,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,SK,Slovakia,2024,,14.1,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,TR,Türkiye,2020,,22.4,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,TR,Türkiye,2021,,22.0,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,TR,Türkiye,2022,,21.8,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,TR,Türkiye,2023,,20.0,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,TR,Türkiye,2024,,21.1,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,AT,Austria,2020,,13.9,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,AT,Austria,2021,,14.7,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,AT,Austria,2022,,14.8,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,AT,Austria,2023,,14.9,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,AT,Austria,2024,,14.3,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,BE,Belgium,2020,,14.1,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,BE,Belgium,2021,,12.7,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,BE,Belgium,2022,,13.2,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,BE,Belgium,2023,,12.3,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,BE,Belgium,2024,,11.5,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,BG,Bulgaria,2020,,23.8,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,BG,Bulgaria,2021,,22.1,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,BG,Bulgaria,2022,,22.9,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,BG,Bulgaria,2023,,20.6,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,BG,Bulgaria,2024,,21.7,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,CH,Switzerland,2020,,15.5,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,CH,Switzerland,2021,,14.7,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,CH,Switzerland,2022,,15.8,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,CH,Switzerland,2023,,16.4,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,CY,Cyprus,2020,,14.3,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,CY,Cyprus,2021,,13.8,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,CY,Cyprus,2022,,13.9,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,CY,Cyprus,2023,,13.9,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,CY,Cyprus,2024,,14.6,,b,break in time series,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,CZ,Czechia,2020,,9.5,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,CZ,Czechia,2021,,8.6,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,CZ,Czechia,2022,,10.2,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,CZ,Czechia,2023,,9.8,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,CZ,Czechia,2024,,9.5,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,DE,Germany,2020,,16.1,,b,break in time series,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,DE,Germany,2021,,16.0,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,DE,Germany,2022,,14.8,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,DE,Germany,2023,,14.4,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,DE,Germany,2024,,15.5,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,DK,Denmark,2020,,12.1,,b,break in time series,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,DK,Denmark,2021,,12.3,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,DK,Denmark,2022,,12.4,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,DK,Denmark,2023,,11.8,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,DK,Denmark,2024,,11.6,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EE,Estonia,2020,,20.7,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EE,Estonia,2021,,20.6,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EE,Estonia,2022,,22.8,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EE,Estonia,2023,,22.5,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EE,Estonia,2024,,20.2,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EL,Greece,2020,,17.7,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EL,Greece,2021,,19.6,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EL,Greece,2022,,18.8,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EL,Greece,2023,,18.9,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EL,Greece,2024,,19.6,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,ES,Spain,2020,,21.0,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,ES,Spain,2021,,21.7,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,ES,Spain,2022,,20.4,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,ES,Spain,2023,,20.2,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,ES,Spain,2024,,19.7,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2020,,16.7,,b,break in time series,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2021,,16.8,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2022,,16.5,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2023,,16.2,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2024,,16.2,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,FI,Finland,2020,,12.2,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,FI,Finland,2021,,10.8,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,FI,Finland,2022,,12.7,,,,,
